name,length,score,pvalue,qvalue,viral
QHZH01000369_1,5000,0.033014205,0.527164686,0.438396767,0
QHZH01000496_1,5000,0.012897524,0.686635945,0.457493294,0
QHZH01000763_1,5000,0.019270044,0.622362358,0.44860885,0
QHWF01000161_1,5000,0.002975941,0.866359447,0.47538519,0
QHWF01000283_1,5000,0.201010415,0.223744846,0.436979767,0
QHWF01000384_1,5000,0.053010856,0.44324521,0.436979767,0
QHWF01000495_1,5000,0.028509387,0.554571914,0.444866584,0
QHWF01000541_1,5000,0.182972053,0.237812273,0.436979767,0
QHWY01000081_12,5000,0.011127415,0.708949794,0.458942863,0
QHWY01000116_2,5000,0.087535949,0.358961921,0.436979767,0
QHWY01000137_1,5000,0.058676487,0.424084405,0.436979767,0
QHWY01000158_3,5000,0.194691385,0.228959496,0.436979767,0
QHWY01000184_3,5000,0.042353497,0.481809362,0.436979767,0
QHWY01000242_2,5000,0.139208937,0.280742178,0.436979767,0
QHWY01000274_2,5000,0.112140714,0.31663837,0.436979767,0
QHWY01000275_1,5000,0.619332347,0.062575794,0.382714555,0
QHWY01000309_1,5000,0.168916211,0.251758428,0.436979767,0
QHZY01000006_6,5000,0.007582096,0.764370604,0.462467032,0
QHZY01000009_3,5000,0.033360441,0.524860538,0.438396767,0
QHZY01000016_2,5000,0.06501373,0.406136309,0.436979767,0
QHZY01000051_2,5000,0.027149867,0.563667233,0.445469458,0
QHZY01000092_1,5000,0.172415198,0.247756488,0.436979767,0
QHZY01000094_1,5000,0.112113505,0.31663837,0.436979767,0
NTJM01000006_1,5000,0.006932447,0.77577007,0.462467032,0
MINM01000011_235,5000,0.010102895,0.723381033,0.458942863,0
MINM01000011_253,5000,0.030844244,0.539655591,0.438396767,0
MINM01000011_304,5000,0.082068795,0.3707252,0.436979767,0
MINM01000011_359,5000,0.002466271,0.881882125,0.477123252,0
MINM01000021_32,5000,0.058002083,0.426994907,0.436979767,0
MINM01000031_1,5000,0.022640272,0.595925297,0.446044015,0
MINM01000031_20,5000,0.113005195,0.315789474,0.436979767,0
MINM01000039_8,5000,0.001141327,0.93402862,0.48718096,0
MINM01000040_10,5000,0.000547546,0.964952704,0.492302788,0
MINM01000040_13,5000,0.008921825,0.742178026,0.458998694,0
QHYR01000035_1,5000,0.024200521,0.580887703,0.446044015,0
QHYR01000050_1,5000,0.344111075,0.140795537,0.436979767,0
QHYR01000084_7,5000,0.060238927,0.420688819,0.436979767,0
QHYR01000091_1,5000,0.553336768,0.076279408,0.400111721,0
QHYR01000183_1,5000,0.008004512,0.757579432,0.461936981,0
QHYR01000253_9,5000,0.20541044,0.219864177,0.436979767,0
QHYR01000256_4,5000,0.03746394,0.502061606,0.436979767,0
QHYR01000256_5,5000,0.016639211,0.648193063,0.452686726,0
QHYR01000267_4,5000,0.008300797,0.751394616,0.460111858,0
QHOY01000046_1,5000,0.429028881,0.109871453,0.431715684,0
QHOY01000136_2,5000,0.011050397,0.710041232,0.458942863,0
QHOY01000171_1,5000,0.07883859,0.377880184,0.436979767,0
QHTO01000069_2,5000,0.02128259,0.605020616,0.44761884,0
QHTO01000087_1,5000,0.148573396,0.27043415,0.436979767,0
QHTO01000162_6,5000,0.023050931,0.591680815,0.446044015,0
QHTO01000164_4,5000,0.006348412,0.788503517,0.464457209,0
QHTO01000205_4,5000,0.021097696,0.606354596,0.447700446,0
QIAH01000034_1,5000,0.0374229,0.502304147,0.436979767,0
QIAH01000080_2,5000,0.011376416,0.705918021,0.458942863,0
QIAH01000135_1,5000,0.012791795,0.688576279,0.457493294,0
QIAH01000189_1,5000,0.329039868,0.148314334,0.436979767,0
QIAH01000219_1,5000,0.13111196,0.289958768,0.436979767,0
QIAH01000274_1,5000,0.063368822,0.409774436,0.436979767,0
QIAH01000313_1,5000,0.038963968,0.49466408,0.436979767,0
QIAH01000344_12,5000,0.457132256,0.101261218,0.431715684,0
QIAH01000353_4,5000,0.022962423,0.593014795,0.446044015,0
QIAH01000355_1,5000,0.088660216,0.356900315,0.436979767,0
QIAH01000359_2,5000,0.006881409,0.776861509,0.462467032,0
QIAH01000360_2,5000,0.072778207,0.38915838,0.436979767,0
QIAH01000379_2,5000,0.031846513,0.533713316,0.438396767,0
QIAH01000445_1,5000,0.342498554,0.141401892,0.436979767,0
QIAF01000057_2,5000,0.673383032,0.051055057,0.352254955,0
QIAF01000086_4,5000,0.007895667,0.759762309,0.462467032,0
QIAF01000125_3,5000,0.123924909,0.2994179,0.436979767,0
QIAF01000126_6,5000,0.019470352,0.620300752,0.44817059,0
QIAF01000142_9,5000,0.020196405,0.61350958,0.447700446,0
QIAF01000156_1,5000,0.151462523,0.267281106,0.436979767,0
QIAF01000212_1,5000,0.284478082,0.170264371,0.436979767,0
QIAF01000234_1,5000,0.008915352,0.742299297,0.458998694,0
PBRZ01000061_2,5000,0.043198543,0.47756488,0.436979767,0
PBRZ01000074_6,5000,0.022528118,0.596531652,0.446044015,0
PBRZ01000084_3,5000,0.132995156,0.287169537,0.436979767,0
PBRZ01000107_3,5000,0.023816807,0.58440456,0.446044015,0
PBRZ01000118_4,5000,0.175522066,0.244845986,0.436979767,0
PBRZ01000152_6,5000,0.035667162,0.512854717,0.437290939,0
PBRZ01000160_3,5000,0.074892315,0.385884065,0.436979767,0
PBRZ01000167_4,5000,0.022532179,0.596531652,0.446044015,0
QHZT01000025_4,5000,0.41220939,0.115692457,0.431715684,0
QHZT01000096_7,5000,0.012671694,0.689788989,0.457493294,0
QHZT01000158_4,5000,0.177817245,0.24278438,0.436979767,0
QHZT01000184_5,5000,0.233542425,0.198156682,0.436979767,0
QHZT01000205_1,5000,0.045157288,0.469803541,0.436979767,0
QHZT01000248_2,5000,0.297427261,0.163230657,0.436979767,0
QHZT01000416_7,5000,0.291078242,0.165898618,0.436979767,0
QHZT01000617_1,5000,0.447203466,0.10417172,0.431715684,0
QHZT01000732_1,5000,0.104686915,0.327310211,0.436979767,0
PAQK01000001_1,5000,0.660756884,0.053116663,0.359746908,0
PAQK01000001_24,5000,0.34836705,0.138976473,0.436979767,0
PAQK01000025_2,5000,0.376375896,0.128304633,0.436979767,0
QHUO01000001_5,5000,0.022912196,0.593499879,0.446044015,0
QHUO01000008_24,5000,0.026679194,0.566335193,0.445469458,0
QHUO01000014_12,5000,0.00460923,0.821125394,0.468418679,0
QHUO01000016_9,5000,0.013481673,0.67948096,0.456482622,0
QHUO01000027_2,5000,0.003886786,0.841620179,0.471841558,0
QHUO01000027_5,5000,0.207529532,0.218045113,0.436979767,0
QHUO01000031_2,5000,0.027760449,0.559665292,0.445469458,0
QHUO01000037_6,5000,0.031312482,0.536502547,0.438396767,0
QHUO01000056_2,5000,0.111286985,0.317244725,0.436979767,0
QHUO01000095_1,5000,0.000995833,0.942032501,0.488394151,0
QHUO01000109_5,5000,0.000819452,0.950521465,0.488526185,0
QIBA01000028_22,5000,0.025252187,0.574339073,0.445469458,0
QIBA01000029_16,5000,0.048512502,0.457555178,0.436979767,0
QIBA01000030_7,5000,0.128446364,0.293475625,0.436979767,0
QIBA01000033_10,5000,0.023702665,0.585374727,0.446044015,0
QIBA01000035_11,5000,0.096643419,0.341498909,0.436979767,0
QIBA01000035_22,5000,0.375474586,0.128547174,0.436979767,0
QIBA01000036_17,5000,0.265734969,0.18069367,0.436979767,0
QIBA01000036_23,5000,0.038449396,0.496846956,0.436979767,0
QIBA01000037_1,5000,0.035663897,0.512854717,0.437290939,0
QIBA01000037_10,5000,0.032650953,0.529590104,0.438396767,0
QIBA01000041_13,5000,0.0719956,0.391341256,0.436979767,0
QIBA01000042_17,5000,0.170437996,0.249454281,0.436979767,0
QIBA01000042_24,5000,0.131502543,0.289109871,0.436979767,0
QIBA01000044_18,5000,0.034107996,0.520979869,0.438119165,0
QIBA01000054_18,5000,0.083434807,0.367572156,0.436979767,0
QHYC01000067_1,5000,0.127515616,0.295052146,0.436979767,0
QHYC01000069_7,5000,0.057362419,0.428692699,0.436979767,0
