"","name","length","score","pvalue","qvalue"
"100","k119_102 flag=1 multi=3.0000 len=372",372,0.746756403491609,0.0646673286991063,0.46027367722894
"101","k119_103 flag=1 multi=3.0000 len=647",647,0.546553686528525,0.16506454816286,0.500444738885654
"102","k119_104 flag=1 multi=4.0000 len=445",445,0.106351673065483,0.658430983118173,0.564793323863998
"103","k119_105 flag=1 multi=4.0000 len=593",593,0.121118542268939,0.624587884806356,0.552153818581896
"104","k119_106 flag=1 multi=4.0000 len=1915",1915,0.160428708197912,0.43616215569817,0.522928891272421
"105","k119_107 flag=1 multi=21.0000 len=737",737,0.162200431592684,0.545640516385303,0.536477394274641
"106","k119_108 flag=0 multi=413.1329 len=450",450,0.162216254555401,0.545600794438928,0.536477394274641
"107","k119_109 flag=1 multi=626.0000 len=658",658,0.015969568792465,0.941390268123138,0.644195570890846
"108","k119_110 flag=1 multi=4.0000 len=731",731,0.415569247491497,0.253704071499503,0.506722706691942
"109","k119_111 flag=1 multi=2.0000 len=441",441,0.599184777105057,0.134856007944389,0.500444738885654
"110","k119_112 flag=1 multi=3.0000 len=368",368,0.320172496429921,0.339841112214499,0.521169013600431
"111","k119_113 flag=1 multi=3.0000 len=819",819,0.0395086332571477,0.849970208540218,0.616360783038062
"112","k119_114 flag=1 multi=3.0000 len=457",457,0.205019239432826,0.479185700099305,0.527107533120349
"113","k119_115 flag=1 multi=4.8849 len=710",710,0.755752607493835,0.0605958291956306,0.452376698932726
"114","k119_116 flag=1 multi=5.0000 len=1168",1168,0.121885728161864,0.498545063180133,0.534004255304659
"115","k119_117 flag=1 multi=2.0000 len=349",349,0.474403157747256,0.210923535253227,0.500444738885654
"116","k119_118 flag=0 multi=2641.3485 len=624",624,0.22523813797735,0.45124131082423,0.522928891272421
"117","k119_119 flag=1 multi=3.0000 len=305",305,0.394363264288977,0.270287984111221,0.506722706691942
"118","k119_120 flag=1 multi=4.0000 len=769",769,0.229978894970847,0.444925521350546,0.522928891272421
"119","k119_121 flag=1 multi=4.0000 len=365",365,0.17978477718939,0.5159682224429,0.534004255304659
"120","k119_122 flag=1 multi=4.0000 len=344",344,0.420693339645449,0.249414101290963,0.506722706691942
"121","k119_123 flag=1 multi=6.2713 len=646",646,0.758517569360247,0.0594438927507448,0.452376698932726
"122","k119_124 flag=0 multi=15.7705 len=363",363,0.0463086914138395,0.825124131082423,0.608450660970952
"123","k119_125 flag=1 multi=4.0000 len=321",321,0.148561059090032,0.570506454816286,0.541905101054002
"124","k119_126 flag=1 multi=2.0000 len=334",334,0.0471655702614464,0.822045680238332,0.607391836652797
"125","k119_127 flag=1 multi=3.0000 len=359",359,0.060301140265486,0.780059582919563,0.596486635623224
"126","k119_128 flag=1 multi=2.0000 len=304",304,0.502492703493206,0.192313803376365,0.500444738885654
"127","k119_129 flag=1 multi=3.0000 len=710",710,0.254404879461433,0.414220456802383,0.522928891272421
"128","k119_130 flag=0 multi=139.9328 len=238",238,0.409943465174891,0.258013902681231,0.506722706691942
"129","k119_131 flag=0 multi=86.0687 len=3351",3351,0.449407641745538,0.1036866359447,0.47958075997028
"130","k119_132 flag=1 multi=3.0000 len=405",405,0.0915268684758956,0.69382323733863,0.574659353421596
"131","k119_133 flag=1 multi=3.0000 len=454",454,0.856553443644011,0.026454816285998,0.417562250968006
"132","k119_134 flag=1 multi=2.0000 len=408",408,0.0768281274801518,0.731598808341609,0.58068946238272
"133","k119_135 flag=1 multi=6.0000 len=1142",1142,0.273998890658576,0.302547135966835,0.518118602686267
"134","k119_136 flag=1 multi=3.0000 len=320",320,0.0837116931144514,0.713962264150943,0.576497741461461
"135","k119_137 flag=1 multi=5.7308 len=509",509,0.170249485322721,0.532115193644489,0.536477394274641
"136","k119_138 flag=1 multi=2.0000 len=724",724,0.70291246719706,0.0837537239324727,0.469523806570339
"137","k119_139 flag=1 multi=3.0000 len=325",325,0.222033450768692,0.455928500496524,0.522928891272421
"138","k119_140 flag=1 multi=3.0000 len=1024",1024,0.0548075921647802,0.668314266353091,0.566868697962678
"139","k119_141 flag=1 multi=3.0000 len=415",415,0.631989703164397,0.11785501489573,0.497892304157567
"140","k119_142 flag=1 multi=3.0000 len=399",399,0.719450853648867,0.0761668321747766,0.469523806570339
"141","k119_143 flag=0 multi=327.7724 len=409",409,0.598649731990965,0.135153922542205,0.500444738885654
"142","k119_144 flag=1 multi=148.0000 len=1622",1622,0.366949601935204,0.228843624187826,0.500444738885654
"143","k119_145 flag=1 multi=4.0000 len=496",496,0.137445148697332,0.590943396226415,0.549132116638846
"144","k119_146 flag=1 multi=4.0000 len=1419",1419,0.555506022629057,0.130824729939809,0.500444738885654
"145","k119_147 flag=1 multi=5.0000 len=798",798,0.432824228255128,0.239960278053625,0.502011959520066
"146","k119_148 flag=1 multi=3.0000 len=496",496,0.501925663180347,0.192691161866931,0.500444738885654
"147","k119_149 flag=1 multi=2.0000 len=339",339,0.115725503160572,0.636881827209533,0.557527507315467
"148","k119_150 flag=1 multi=3.0000 len=367",367,0.180470705590738,0.514995034756703,0.534004255304659
"149","k119_151 flag=1 multi=5.0000 len=512",512,0.15573697941082,0.556623634558093,0.539958369186338
"150","k119_152 flag=1 multi=2.0000 len=794",794,0.334303640319884,0.325163853028798,0.520592608575541
"151","k119_153 flag=1 multi=2.0000 len=320",320,0.613905445879922,0.127547169811321,0.500444738885654
"152","k119_154 flag=1 multi=3.0000 len=951",951,0.117807203987558,0.632214498510427,0.55568314389408
"153","k119_155 flag=1 multi=4.0000 len=986",986,0.181603898523678,0.512869910625621,0.534004255304659
"154","k119_156 flag=1 multi=2.0000 len=308",308,0.0492684126222303,0.815233366434955,0.607391836652797
"155","k119_157 flag=1 multi=85.0000 len=415",415,0.419118595377673,0.250685203574975,0.506722706691942
"156","k119_158 flag=1 multi=2.0000 len=415",415,0.233314061824051,0.440595829195631,0.522928891272421
"157","k119_159 flag=0 multi=63.4956 len=2617",2617,0.237464749886057,0.338860764539403,0.521169013600431
"158","k119_160 flag=1 multi=2.0000 len=433",433,0.410200312322283,0.257795431976167,0.506722706691942
"159","k119_161 flag=1 multi=348.0000 len=980",980,0.223091728617814,0.454379344587885,0.522928891272421
"160","k119_162 flag=1 multi=440.0000 len=1552",1552,0.0128985344019604,0.881372822577431,0.630750502654275
"161","k119_163 flag=1 multi=3.0000 len=466",466,0.182347946484521,0.511996027805362,0.534004255304659
"162","k119_164 flag=1 multi=4.0000 len=1031",1031,0.0160712244916445,0.859050504245227,0.620882678518198
"163","k119_165 flag=1 multi=6.0000 len=378",378,0.520803289891869,0.180854021847071,0.500444738885654
"164","k119_167 flag=1 multi=3.0000 len=466",466,0.0528490112220481,0.803118172790467,0.604215263208384
"165","k119_168 flag=0 multi=56.0000 len=872",872,0.098669920104769,0.67656405163853,0.567398760860876
"166","k119_169 flag=1 multi=3.0000 len=303",303,0.364121299054246,0.296067527308838,0.517934249988765
"167","k119_170 flag=1 multi=33.0000 len=300",300,0.577474225492974,0.147110228401192,0.500444738885654
"168","k119_171 flag=1 multi=3.0000 len=328",328,0.306314991437052,0.354518371400199,0.521169013600431
"169","k119_172 flag=1 multi=3.0000 len=585",585,0.0879613417874826,0.703138033763654,0.57601048000933
"170","k119_173 flag=1 multi=3.0000 len=306",306,0.122272317600541,0.622184707050645,0.551307547869444
"171","k119_174 flag=1 multi=2.0000 len=305",305,0.104245871405495,0.663296921549156,0.564793323863998
"172","k119_175 flag=1 multi=2.0000 len=332",332,0.685277932512298,0.0914001986097319,0.47126204453534
"173","k119_176 flag=1 multi=4.0000 len=1128",1128,0.61407450893428,0.106190457208913,0.47958075997028
"174","k119_178 flag=1 multi=3.0000 len=315",315,0.833475524834602,0.0331876861966236,0.417562250968006
"175","k119_179 flag=1 multi=2.0000 len=434",434,0.460234085916589,0.220615690168818,0.500444738885654
"176","k119_180 flag=1 multi=5.0000 len=1149",1149,0.267263007738126,0.309203970183761,0.518118602686267
"177","k119_181 flag=1 multi=3.0000 len=332",332,0.040491091822328,0.84609731876862,0.615597509204876
"178","k119_182 flag=1 multi=2.0000 len=357",357,0.165594895127002,0.539563058589871,0.536477394274641
"179","k119_183 flag=1 multi=5.0000 len=2164",2164,0.167750243993161,0.424921273966596,0.522928891272421
"180","k119_184 flag=1 multi=3.0000 len=461",461,0.418713010321398,0.251022840119166,0.506722706691942
"181","k119_185 flag=1 multi=9.1674 len=346",346,0.373573747870292,0.287586891757696,0.514525669178469
"182","k119_186 flag=1 multi=3.0000 len=319",319,0.0513245953905098,0.808341608738828,0.607012303684955
"183","k119_187 flag=1 multi=2.0000 len=380",380,0.222333517199907,0.455590863952334,0.522928891272421
"184","k119_188 flag=1 multi=5.0000 len=991",991,0.0990793174901598,0.675849056603774,0.567398760860876
"185","k119_189 flag=1 multi=5.0000 len=341",341,0.538511973103609,0.169910625620655,0.500444738885654
"186","k119_191 flag=1 multi=7.0000 len=1311",1311,0.371386494807722,0.225893889265357,0.500444738885654
"187","k119_192 flag=0 multi=118.8059 len=1778",1778,0.498047142896731,0.156694702435524,0.500444738885654
"188","k119_193 flag=1 multi=19.0000 len=4424",4424,0.0213732786141543,0.604535532379335,0.550255877137689
"189","k119_194 flag=1 multi=5.0000 len=690",690,0.790435071107546,0.0476861966236346,0.423501565672856
"190","k119_195 flag=1 multi=4.0000 len=403",403,0.165186480152857,0.540178748758689,0.536477394274641
"191","k119_196 flag=1 multi=372.0000 len=452",452,0.381025586351764,0.281350546176763,0.512728548189095
"192","k119_197 flag=1 multi=68.0000 len=1903",1903,0.0963657808878474,0.549886395344202,0.538227522480906
"193","k119_198 flag=1 multi=484.0000 len=730",730,0.496706116179109,0.196425024826216,0.500444738885654
"194","k119_199 flag=1 multi=6.0000 len=1085",1085,0.227215325651563,0.349105114202575,0.521169013600431
"195","k119_200 flag=1 multi=4.0000 len=367",367,0.542686742483762,0.16746772591857,0.500444738885654
"196","k119_201 flag=0 multi=67.9659 len=2817",2817,0.469094606944453,0.170008370869375,0.500444738885654
"197","k119_202 flag=0 multi=29.3668 len=1035",1035,0.199531839713926,0.380834695260493,0.522928891272421
"198","k119_203 flag=1 multi=3.0000 len=617",617,0.0788700037595931,0.72609731876862,0.58068946238272
"199","k119_204 flag=1 multi=1376.0000 len=312",312,0.9583184803425,0.00284011916583913,0.206639383620801
"200","k119_205 flag=1 multi=7.0000 len=4366",4366,0.0220038143349046,0.599563424690759,0.54986485765108
"201","k119_206 flag=0 multi=10.9686 len=6485",6485,0.0298486978656732,0.544991511035654,0.536477394274641
"202","k119_207 flag=1 multi=4.0000 len=474",474,0.530815772088642,0.174498510427011,0.500444738885654
"203","k119_208 flag=1 multi=1590.0000 len=528",528,0.702665502566189,0.0838331678252234,0.469523806570339
"204","k119_209 flag=1 multi=3.0000 len=390",390,0.290788705117376,0.370963257199603,0.522616312520407
"205","k119_210 flag=0 multi=130.8434 len=4615",4615,0.0313309682816282,0.536502546689304,0.536477394274641
"206","k119_211 flag=1 multi=3.0000 len=755",755,0.104732500180504,0.662125124131082,0.564793323863998
"207","k119_212 flag=1 multi=9.0000 len=1736",1736,0.257112237942814,0.318411926495795,0.518118602686267
"208","k119_213 flag=1 multi=5.0000 len=1037",1037,0.365388526669727,0.229999601387173,0.500444738885654
"209","k119_214 flag=1 multi=3.0000 len=352",352,0.0451141302850267,0.82909632571996,0.610005890023201
"210","k119_215 flag=1 multi=3.0000 len=583",583,0.247267253151087,0.422959285004965,0.522928891272421
"211","k119_216 flag=1 multi=3.0000 len=312",312,0.457154172936466,0.222482621648461,0.500444738885654
"212","k119_217 flag=1 multi=3.0000 len=309",309,0.262051663988027,0.404687189672294,0.522928891272421
"213","k119_218 flag=1 multi=1178.8523 len=356",356,0.925713022104552,0.00867924528301887,0.393192841141397
"214","k119_219 flag=1 multi=6.0000 len=820",820,0.467609014332134,0.215610724925521,0.500444738885654
"215","k119_220 flag=1 multi=2.0000 len=312",312,0.464128913021877,0.21785501489573,0.500444738885654
"216","k119_221 flag=1 multi=5.0000 len=573",573,0.646623424726915,0.110546176762661,0.484489877904767
"217","k119_222 flag=1 multi=3.0000 len=569",569,0.396145587390913,0.268997020854022,0.506722706691942
"218","k119_223 flag=1 multi=3.0000 len=300",300,0.00287250954300229,0.994041708043694,0.651904099678397
"219","k119_224 flag=0 multi=420.0000 len=230",230,0.966257916682957,0.00184707050645482,0.151186332247037
"220","k119_225 flag=1 multi=2.0000 len=318",318,0.416558481552334,0.252830188679245,0.506722706691942
"221","k119_226 flag=1 multi=4.0000 len=459",459,0.24652256190709,0.423872889771599,0.522928891272421
"222","k119_227 flag=1 multi=3.0000 len=550",550,0.0245769993078122,0.906812313803376,0.636742768227789
"223","k119_228 flag=1 multi=4.0000 len=470",470,0.0483452965140483,0.818272095332671,0.607391836652797
"224","k119_229 flag=1 multi=3.0000 len=575",575,0.125426612782029,0.615868917576961,0.550255877137689
"225","k119_230 flag=1 multi=3.0000 len=522",522,0.197845289046201,0.489155908639523,0.532071328819671
"226","k119_231 flag=1 multi=2.0000 len=466",466,0.305334268783204,0.355888778550149,0.521169013600431
"227","k119_232 flag=1 multi=3.0000 len=520",520,0.256247068252288,0.411996027805362,0.522928891272421
"228","k119_233 flag=1 multi=4.0000 len=412",412,0.218709317413669,0.460536246276068,0.522928891272421
"229","k119_234 flag=1 multi=3.0000 len=308",308,0.352589703161353,0.307189672293942,0.518118602686267
"230","k119_235 flag=1 multi=4.0000 len=604",604,0.101039831744902,0.671082423038729,0.567398760860876
"231","k119_236 flag=1 multi=3.0000 len=440",440,0.311201116716972,0.34961271102284,0.521169013600431
"232","k119_237 flag=1 multi=2.0000 len=398",398,0.838833468224654,0.0316981132075472,0.417562250968006
"233","k119_238 flag=1 multi=5.0000 len=715",715,0.241147098026342,0.43038728897716,0.522928891272421
"234","k119_239 flag=1 multi=3.0000 len=334",334,0.493091512064355,0.198490566037736,0.500444738885654
"235","k119_240 flag=1 multi=8.0000 len=771",771,0.223955234674958,0.453346573982125,0.522928891272421
"236","k119_241 flag=1 multi=4.0000 len=648",648,0.659329283659655,0.104051638530288,0.47958075997028
"237","k119_242 flag=1 multi=3.0000 len=634",634,0.244737373518652,0.425759682224429,0.522928891272421
"238","k119_243 flag=0 multi=29.0000 len=307",307,0.260441979694782,0.406534260178749,0.522928891272421
"239","k119_244 flag=1 multi=4.0000 len=889",889,0.332569814039217,0.326832174776564,0.520717323801321
"240","k119_245 flag=1 multi=905.0000 len=394",394,0.669154372010674,0.0998609731876862,0.478839179770732
"241","k119_246 flag=0 multi=23.9071 len=10269",10269,0.0589232036590271,0.423599320882852,0.522928891272421
"242","k119_247 flag=1 multi=3.0000 len=513",513,0.0328490065474507,0.874716981132076,0.628046448295038
"243","k119_248 flag=0 multi=119.3780 len=836",836,0.391886864554718,0.272055610724926,0.507539228409132
"244","k119_249 flag=1 multi=4.0000 len=1468",1468,0.917307801212927,0.0130745007374337,0.393192841141397
"245","k119_250 flag=1 multi=4.0000 len=589",589,0.682847852799476,0.0926117179741807,0.473778136604793
"246","k119_251 flag=1 multi=5.0000 len=323",323,0.0432292220978382,0.836464746772592,0.61267360120432
"247","k119_252 flag=0 multi=29.8081 len=515",515,0.317373544281897,0.342939424031778,0.521169013600431
"248","k119_253 flag=1 multi=1.0000 len=312",312,0.895557769714744,0.0146772591857001,0.393192841141397
"249","k119_254 flag=1 multi=5.0000 len=5894",5894,0.0254359554047842,0.573490177055542,0.541905101054002
"250","k119_255 flag=1 multi=2.0000 len=317",317,0.0225601480844525,0.913882820258193,0.638660368094481
"251","k119_256 flag=1 multi=6.0000 len=1296",1296,0.00690571506949024,0.933551241678957,0.642938447786641
"252","k119_257 flag=1 multi=898.0000 len=346",346,0.850094353054015,0.0282224428997021,0.417562250968006
"253","k119_258 flag=0 multi=281.3802 len=2752",2752,0.986510649434442,0.000876948220193726,0.140890488832364
"254","k119_259 flag=1 multi=2.0000 len=327",327,0.290688733624543,0.371122144985104,0.522616312520407
"255","k119_260 flag=1 multi=3.0000 len=416",416,0.0550894580258231,0.79622641509434,0.601362757230713
"256","k119_261 flag=1 multi=4.0000 len=504",504,0.400279138171454,0.265719960278054,0.506722706691942
"257","k119_262 flag=1 multi=4.0000 len=389",389,0.496919027771457,0.196285998013903,0.500444738885654
"258","k119_263 flag=1 multi=4.0000 len=664",664,0.254423089280196,0.414220456802383,0.522928891272421
"259","k119_264 flag=1 multi=7.0000 len=1926",1926,0.411690174657768,0.201379200382668,0.500444738885654
"260","k119_265 flag=1 multi=3.0000 len=747",747,0.307590405453411,0.353207547169811,0.521169013600431
"261","k119_266 flag=1 multi=2.0000 len=453",453,0.114946455938855,0.638570009930487,0.557527507315467
"262","k119_267 flag=1 multi=4.0000 len=1348",1348,0.502351622943833,0.154861083429665,0.500444738885654
"263","k119_268 flag=1 multi=605.0000 len=649",649,0.295985107458739,0.365561072492552,0.522616312520407
"264","k119_269 flag=0 multi=91.0000 len=6007",6007,0.0150165567923164,0.664322095561484,0.564793323863998
"265","k119_270 flag=1 multi=5.0000 len=321",321,0.634599819208449,0.116425024826216,0.495044982338849
"266","k119_271 flag=1 multi=5.6376 len=1645",1645,0.172195231292367,0.418384023597879,0.522928891272421
"267","k119_272 flag=0 multi=273.5167 len=1590",1590,0.262298940353811,0.31398732411209,0.518118602686267
"268","k119_273 flag=1 multi=4.0000 len=904",904,0.723574708352003,0.0743396226415094,0.469523806570339
"269","k119_274 flag=1 multi=234.9626 len=1509",1509,0.0557705915900399,0.664886196037789,0.564793323863998
"270","k119_275 flag=1 multi=4.0000 len=823",823,0.571798456060549,0.150228401191658,0.500444738885654
